Gender,Height,Weight
Male,194.84298049999998,106.6101857
Male,184.3306483,104.58041419999999
Male,177.1111644,92.48543794
Male,184.910029,98.98121178
Male,184.2499593,101.0000506
Male,183.6286482,94.56253137
Male,170.823445,82.00026198
Male,192.8989294,105.19921049999999
Male,168.4432291,77.38000929
Male,180.7363759,85.3984264
Male,180.8281938,88.93194114
Male,183.3816805,97.34246895
Male,190.8576864,101.6609765
Male,163.6052846,71.93034599
Male,164.4254379,75.52357364
Male,161.0730513,72.63850212
Male,172.3356097,79.91049752
Male,167.4667335,79.14513378
Male,180.2550381,87.9544366
Male,171.6550981,84.81789687
Male,174.2167469,78.74166434
Male,178.6248737,87.70045298
Male,183.8819802,94.54513301
Male,179.8849761,93.45491047
Male,167.3943852,78.27874416
Male,189.98025259999997,105.5215576
Male,171.90953430000005,80.39471208
Male,170.5761454,79.67193351
Male,182.3080967,96.44549899
Male,164.24968909999996,75.73589519
Male,173.03183159999998,89.09200745
Male,169.63879519999998,75.03828802
Male,169.6868586,80.08884277
Male,172.430475,79.22076573
Male,175.7008854,88.55818139
Male,178.3713052,93.29681578
Male,164.73372990000001,71.82241152
Male,172.2655769,76.6937927
Male,161.1382286,61.53242005
Male,182.4950245,98.95448288
Male,169.4893071,70.71478475
Male,182.7994964,91.41156906
Male,193.0942226,107.0141737
Male,181.54929730000003,88.62852819
Male,171.119314,80.1207507
Male,179.2103191,90.01998108
Male,177.4624373,84.23970465
Male,172.5868279,80.44353414
Male,188.22557949999998,97.86687544
Male,175.6863042,84.83187367
Male,169.0553606,77.83089162
Male,169.4220767,78.39875468
Male,170.805005,76.33059189
Male,175.39051909999995,74.30766321
Male,179.50877780000005,86.19310956
Male,166.3674476,71.15495512
Male,165.575541,78.29291964
Male,171.6230832,76.68607017
Male,187.49107959999998,104.9496259
Male,181.8806731,94.00715825
Male,172.0208631,78.08712024
Male,173.30707519999999,90.64027242
Male,167.4607311,76.24446626
Male,181.7331791,89.72939473
Male,175.677528,89.30877896
Male,174.2380547,81.74715768
Male,180.4860776,85.78967497
Male,161.6559113,71.85927719
Male,180.8034367,94.76565747
Male,167.96682990000005,84.88571466
Male,165.24572769999997,71.47813028
Male,172.9520909,82.39246709
Male,180.3225855,92.87145525
Male,188.52178419999998,104.83880500000001
Male,176.0908802,84.48533361
Male,164.9256092,82.14273052
Male,173.6009795,90.22896501
Male,180.15997769999998,92.24721515
Male,156.1536354,73.04135374
Male,173.96666430000005,86.09479243
Male,183.0067203,90.81040139
Male,184.2050342,100.6351233
Male,180.9341349,97.09597075
Male,183.5381526,91.49015123
Male,171.6152014,84.90656817
Male,183.5597218,89.14328676
Male,159.0046299,68.81929745
Male,168.2405507,75.88482134
Male,176.912111,90.19390974
Male,175.9862404,81.09750865
Male,179.642208,87.78785645
Male,174.824682,89.69233181
Male,167.6766477,83.67040201
Male,168.6938004,70.39510688
Male,169.203686,73.02467867
Male,172.8084473,85.76719917
Male,179.076091,78.46496463
Male,175.66063290000002,88.85652135
Male,179.8193574,97.86086615
Male,165.5937179,75.61713076
Male,189.9557144,108.6191102
Male,180.5099419,83.58759168
Male,176.10886240000005,90.71109304
Male,177.543978,86.82305674
Male,163.63999219999997,76.70667161
Male,172.344412,88.33455745
Male,171.5746365,83.12823329
Male,189.909315,95.42210763
Male,181.4041228,89.83048635
Male,170.4856747,78.31905008
Male,177.4433533,89.38976379
Male,173.814266,86.41191139
Male,172.5510458,83.71289069
Male,173.9781716,81.61472539
Male,165.7201243,72.34938446
Male,178.27079419999995,89.75882933
Male,180.6044982,98.55175476
Male,173.8568495,85.23330517
Male,166.16826509999999,80.22304508
Male,171.96000180000001,83.98174329
Male,188.52658019999998,101.29074059999999
Male,180.7648045,93.86768099
Male,170.76616059999995,77.57191612
Male,172.41662040000003,79.47968205
Male,171.1359937,78.61220894
Male,174.65356719999997,82.15729257
Male,182.13139219999996,91.90182531
Male,176.22772680000003,90.65077853
Male,187.2399802,101.3844899
Male,176.4115756,99.45535605
Male,179.7971761,95.80592458
Male,182.2918979,91.08081228
Male,176.1323731,94.71444361
Male,165.8265048,73.21885768
Male,180.14148480000003,94.27272177
Male,174.2355232,82.02360279999998
Male,174.2536429,80.20208548
Male,176.4760101,88.27071256
Male,167.4644764,73.93932053
Male,174.0492971,78.59418392
Male,187.7799753,97.80352311
Male,180.84276210000002,95.3153413
Male,169.0537307,83.93371787
Male,182.2253816,85.25958147
Male,177.1518665,85.35745278
Male,169.5466615,81.43882264
Male,177.01875249999995,96.03378563
Male,178.82493280000003,89.67157411
Male,175.31012969999995,84.49874286
Male,164.4200094,75.34438561
Male,180.3351091,85.64350837
Male,163.72792819999995,73.2001205
Male,177.16378740000005,87.7592832
Male,181.67819599999999,85.85691257
Male,173.55290630000005,94.24957954
Male,179.7423892,90.41136097
Male,181.4043861,95.19002633
Male,176.25180419999995,81.72615304
Male,182.8843998,89.00128869
Male,175.74634640000005,85.92794247
Male,168.06256269999997,75.07610181
Male,170.87124319999995,82.73261106
Male,180.1262219,85.98182789
Male,175.564515,86.01279762
Male,171.2189257,77.19742368
Male,185.2641686,98.02007668
Male,179.04695890000005,80.3165259
Male,175.280979,88.92725081
Male,169.5757592,76.06760349
Male,175.5664859,81.46869299
Male,185.7407187,100.0902481
Male,171.41653269999995,74.52300707
Male,164.985899,71.00746273
Male,172.16752230000003,83.31624532
Male,171.8624929,77.2492094
Male,168.85004840000005,76.48797789
Male,185.3871583,95.09010812
Male,176.69061000000005,88.60739507
Male,180.3490428,88.14317740000001
Male,177.5857189,99.50353209
Male,182.1107401,93.05972773
Male,171.8308498,81.13973157
Male,173.4707086,82.42897511
Male,174.4656294,92.33333895
Male,175.04606,74.9133944
Male,175.1606344,89.78011299
Male,170.8079774,78.6002511
Male,175.0462936,83.43724546
Male,167.229903,63.29152742
Male,164.2645319,72.66023631
Male,168.3915802,74.20946656
Male,170.4278678,87.97648509999998
Male,170.1756559,86.13410101
Male,180.2434061,83.56250178
Male,173.7890154,86.54333156
Male,171.83742009999997,85.36632256
Male,192.0752906,102.60603929999999
Male,179.1950747,89.75650061
Male,174.9827308,86.41539355
Male,173.4427111,79.94404027
Male,165.08749880000005,80.61558825
Male,166.56245969999995,78.78511669
Male,176.0374641,95.46464496
Male,166.88997719999998,77.15625472
Male,172.2221372,78.68001924
Male,175.8090142,83.88580324
Male,172.75811530000001,88.12700439
Male,157.2944503,67.65310384
Male,170.8565613,87.30320131
Male,171.8991275,81.53352849
Male,177.72609519999997,92.01716681
Male,165.89619230000002,74.09757872
Male,182.64125380000002,98.44203514
Male,168.2341163,83.08046975
Male,167.16995480000003,75.56099306
Male,185.0261676,93.10016131
Male,180.21158640000002,86.04780347
Male,181.21327140000002,99.1490135
Male,180.481387,92.1424217
Male,157.29089009999996,63.45982065
Male,174.65664219999996,89.03729999
Male,171.6632112,81.61798877
Male,171.0987045,74.45527723
Male,167.33305769999996,76.28277308
Male,174.4846959,86.06569907
Male,176.61854830000001,88.52772822
Male,169.2521147,86.39474236
Male,177.31715,92.72626958
Male,174.44687919999996,88.9728069
Male,181.902554,95.10498567
Male,177.0120801,86.605863
Male,180.08875940000001,89.7861924
Male,172.7347675,84.72206701
Male,179.3639897,85.57640494
Male,181.79083319999998,80.00303415
Male,185.4526727,94.95017902
Male,154.3002194,61.76465455
Male,175.46858380000003,86.6066713
Male,176.1203936,86.83821722
Male,172.1031298,83.88650158
Male,193.10878789999998,105.37553190000001
Male,183.458145,91.52527392
Male,175.05944499999995,85.42444025
Male,165.9507163,79.22242703
Male,167.46830480000003,83.43522691
Male,178.9853908,85.05641156
Male,185.8798508,96.99949384
Male,174.1192344,79.47817197
Male,174.064697,76.90416739
Male,161.53499680000004,65.58573927
Male,170.5463727,79.68667523
Male,179.8735814,89.44761736
Male,186.76692340000002,101.1174124
Male,167.99831509999999,75.02617853
Male,172.48339840000003,77.29989274
Male,181.4407746,98.26344919
Male,170.4662067,78.79233426
Male,186.14115159999997,98.83590046
Male,161.7283612,73.03427485
Male,175.8323136,87.88631933
Male,176.96211499999995,80.33983435
Male,179.03303830000004,92.90809258
Male,175.27188180000005,80.16417257
Male,173.8830508,87.43524924
Male,167.7028238,75.73218320000002
Male,176.0681496,84.70286088
Male,175.45746100000005,85.50489461
Male,186.84816669999998,94.51110579
Male,167.8627298,73.2532094
Male,186.7560002,97.50706616
Male,176.9848129,93.04688527
Male,169.359024,83.0968328
Male,185.32263030000001,94.75312093
Male,173.3470552,94.31337812
Male,182.76982980000002,95.55542698
Male,180.48892869999997,92.65652502
Male,170.1214529,88.54058239
Male,173.9341253,86.49365433
Male,181.06248109999999,90.55298705
Male,165.05035900000001,75.6689193
Male,169.575185,81.10111969
Male,174.66605080000005,84.26476447
Male,175.2410607,87.88571385
Male,181.08979430000002,103.7820837
Male,175.3856751,87.2482859
Male,169.01536430000004,79.82470371
Male,174.0294296,79.89625695
Male,171.3476769,80.50465344
Male,181.2477513,91.51707431
Male,174.2196313,80.21460631
Male,177.1296602,84.1523203
Male,177.377997,85.29390644
Male,183.9228878,85.90326613
Male,166.203876,75.34015431
Male,168.3198482,77.22411904
Male,177.7347242,96.52630943
Male,180.8713533,88.97003245
Male,177.6409965,91.75216777
Male,181.32049640000002,91.32258767
Male,164.0555054,71.87350961
Male,174.7341804,79.14703505
Male,173.8521967,83.36267212
Male,175.7720084,85.32224554
Male,176.342084,79.91993022
Male,176.799812,88.08788929999999
Male,185.11953569999997,88.08734363
Male,157.93296130000004,66.17854771
Male,174.9417548,87.01423581
Male,180.5434122,95.1878931
Male,183.3436367,91.29059016
Male,183.0393976,94.70177844
Male,171.145347,82.8591953
Male,172.5539717,75.49361574
Male,179.8369029,87.72176378
Male,166.494768,80.94266674
Male,178.28571019999995,93.41354871
Male,182.31864819999998,90.35999085
Male,173.05093259999995,87.10307516
Male,173.63308569999995,79.49692602
Male,167.8695068,77.11356345
Male,181.8135128,93.14402686
Male,186.783136,88.9236703
Male,180.6334509,94.41302325
Male,179.81752849999995,92.02962462
Male,182.1918136,85.5451941
Male,160.5191871,73.67682493
Male,172.9768281,82.94038541
Male,167.27449330000005,71.35794194
Male,173.59999950000002,81.04600059
Male,176.68298149999995,84.92035388
Male,174.56989230000005,77.84589747
Male,178.20202519999995,90.96069901
Male,175.06527509999995,87.96389926
Male,163.3224425,70.52889714
Male,178.957308,87.32911747
Male,174.30512050000004,72.51233631
Male,176.94846940000005,79.94979679
Male,175.4095667,77.88579529
Male,170.756545,82.42202947
Male,167.9341312,77.73961754
Male,174.2881639,81.2528533
Male,175.8924925,85.03460711
Male,176.8904417,82.55579528
Male,184.904452,97.28370673
Male,190.6117475,94.58591906
Male,180.2706177,86.28317419
Male,188.9455516,98.49468622
Male,163.47989619999996,70.79387178
Male,181.17058269999998,93.61467162
Male,170.6169421,80.80867644
Male,188.98024660000002,103.7992656
Male,162.22451919999997,79.13972162
Male,174.9704191,74.48656609
Male,183.2152552,96.232843
Male,173.7454645,93.44672858
Male,165.33534719999997,75.94651109
Male,175.843385,88.54961322
Male,182.7473822,94.88032845
Male,171.35599630000004,82.69040473
Male,176.054788,86.26646116
Male,161.87686230000003,72.73116564
Male,154.1267362,58.64990997
Male,179.48484059999996,88.73453331
Male,171.6888391,84.70894871
Male,189.60975,103.19247259999999
Male,178.9863803,89.44268703
Male,182.7377867,95.05305339
Male,188.0254071,95.14512774
Male,179.7868595,99.98836281
Male,164.40723269999995,76.75136656
Male,173.6928812,84.29808501
Male,181.53182080000002,87.40331975
Male,170.0389125,80.29761721
Male,179.8243267,90.69453338
Male,165.8427843,76.52563798
Male,156.855185,56.03137745
Male,158.7009051,72.68459731
Male,172.2264269,89.39509571
Male,176.5960255,73.46872151
Male,184.1519219,91.46912013
Male,179.0326487,88.35346127
Male,169.3919294,73.73836797
Male,181.08147069999998,79.74644847
Male,182.3637887,94.97278007
Male,185.56311440000002,92.74157074
Male,174.8875201,95.64852963
Male,167.7554274,76.8050479
Male,187.9241896,101.2989346
Male,175.89910940000001,87.51916622
Male,176.1252693,78.4282347
Male,180.279713,86.89559628
Male,161.44564519999997,71.26816841
Male,177.2161834,82.91457386
Male,165.578733,68.89470191
Male,177.7465097,87.69796844
Male,177.1665168,84.10864383
Male,180.7754351,88.62385309999998
Male,179.2528845,79.0143145
Male,166.75376740000004,74.68383840000001
Male,170.53157190000005,74.31878184
Male,167.4319408,79.25157524
Male,187.4180566,96.569989
Male,172.0526184,78.37809426
Male,166.4819537,78.00890242
Male,180.8833379,88.86929434
Male,166.6045792,79.29484356
Male,166.7955884,79.18212927
Male,157.4107491,63.62886502
Male,187.70584430000002,97.77615692
Male,183.7491465,97.91156803
Male,178.5917036,83.57154109999998
Male,170.4735335,76.29515739
Male,167.46850369999999,68.66685174
Male,170.75847240000004,84.3545772
Male,178.09043280000003,92.18882361
Male,190.0974093,101.5799645
Male,163.8993487,67.34579573
Male,177.9301869,93.98183446
Male,182.4562487,93.07393127
Male,185.0053188,94.99236349
Male,186.186739,90.34052551
Male,168.63870880000005,74.87198637
Male,168.9485114,81.99153251
Male,175.952944,91.76109921
Male,173.30916299999996,88.5692767
Male,178.8512273,83.56646151
Male,177.1062884,85.48111776
Male,166.39726409999997,71.30694184
Male,175.6086642,89.15456189
Male,187.1121195,94.51323201
Male,167.3675914,71.75144403
Male,173.6202496,83.73237013
Male,178.8788155,89.76926833
Male,183.08371090000003,92.01895562
Male,182.14625700000002,90.30144870000001
Male,166.95207119999995,70.86193777
Male,162.301779,76.33932403
Male,178.6026647,91.40363604
Male,167.1033737,79.19030486
Male,177.361759,89.32623182
Male,173.56112119999997,89.70088896
Male,172.0636367,75.13446816
Male,190.5860792,105.63527959999999
Male,186.44630859999998,87.42187690000002
Male,176.6690952,87.17206749
Male,163.92916110000004,71.27258309999998
Male,171.56877409999996,74.16011592
Male,185.6650541,93.05783612
Male,169.0471119,77.75863785
Male,187.9386746,94.78466339
Male,179.99122769999997,95.14505605
Male,181.7845836,93.55809356
Male,167.2295135,80.38180788
Male,178.4998555,96.032799
Male,156.9047459,67.81873493
Male,190.0553611,99.94281333
Male,181.8770705,87.28376219
Male,170.8406631,74.11081509
Male,180.14745390000002,90.61787159999999
Male,190.6515584,99.1478122
Male,185.6762257,101.2446608
Male,179.4814598,98.86123033
Male,170.5474551,77.65847885
Male,170.49280969999995,66.92203661
Male,176.59335769999996,77.12750739
Male,165.6707168,72.95395668
Male,173.7625756,83.97245979
Male,174.65919780000004,80.32360821
Male,172.55964680000002,85.67631524
Male,175.86408490000005,72.23220641
Male,173.90293880000004,85.31125498
Male,166.8635057,68.47452935
Male,176.354735,78.1656411
Male,167.98389419999995,75.46129725
Male,180.02770230000004,84.52225362
Male,167.5715851,85.12033951
Male,164.9453532,74.33474701
Male,173.6562524,89.33472049
Male,176.5949003,86.04975843
Male,168.7972294,85.71747894
Male,176.4654377,80.44178231
Male,174.5744507,83.52009090000001
Male,187.4044372,100.3527375
Male,194.3147837,98.82968927
Male,180.9132829,90.34770781
Male,163.8457745,74.6160503
Male,168.9196899,74.05791563
Male,175.79444909999995,85.10511751
Male,161.4077791,68.1960415
Male,177.11706619999995,91.94631998
Male,174.26484950000003,82.42893205
Male,181.5188908,93.70795987
Male,176.5540995,92.52615258
Male,187.34947480000002,105.0558403
Male,173.4255784,88.5365908
Male,184.0347689,90.84994371
Male,179.7537509,88.61058406
Male,178.9484375,85.32012781
Male,175.0164111,88.29611429
Male,175.8656051,89.54454534
Male,170.8857321,70.94920149
Male,181.51796230000002,94.24214532
Male,174.8552091,77.98205824
Male,181.3711504,98.39466949999999
Male,178.1679801,86.44800221
Male,179.52641519999997,93.49431009999999
Male,174.09443480000004,91.22138467
Male,181.4442064,93.7094123
Male,165.660884,72.11531571
Male,179.7638046,94.44854381
Male,177.1906408,85.19004877
Male,162.46482790000005,76.36196681
Male,178.5725747,89.28280475
Male,178.604797,93.22308322
Male,171.20973600000005,74.64962729
Male,170.48861780000001,75.8367392
Male,173.67905290000004,76.65583415
Male,176.728727,83.56063576
Male,158.8319233,76.27300355
Male,176.1155267,83.51509382
Male,169.6401669,78.09741412
Male,191.4938823,99.15734185
Male,178.3426179,86.02747572
Male,180.6030516,89.24873298
Male,177.2764752,82.42818664
Male,168.83848490000003,79.55511613
Male,179.61283380000003,94.66938526
Male,161.5915419,73.78806734
Male,179.19517050000005,86.78068204
Male,171.2031656,87.39478437
Male,181.44534430000002,96.76830727
Male,174.227249,85.00428881
Male,181.4889094,92.28250905
Male,179.5749265,86.17589331
Male,181.3343198,89.49690332
Male,179.0335336,87.70652508
Male,188.99679719999997,102.8297704
Male,161.037075,83.99985791
Male,173.7352866,77.71351296
Male,171.2718296,79.43501157
Male,179.8624799,89.00432731
Male,170.46008840000005,88.33810962
Male,172.0296785,83.67341335
Male,174.1191138,81.44552344
Male,174.2934918,87.36437681
Male,179.33863300000004,89.51241099
Male,170.4004243,74.46878449
Male,165.8917388,75.89850735
Male,177.60733269999997,84.30759570000002
Male,173.6461726,87.98856886
Male,180.00930449999996,93.37823379
Male,193.07124199999998,106.7927779
Male,172.63355819999995,80.27069203
Male,177.20332209999995,90.27679536
Male,176.7044279,91.0377522
Male,181.7624476,97.05897958
Male,180.23344509999998,91.4728765
Male,166.2199427,65.37713432
Male,180.27935630000002,91.89918527
Male,172.7018422,83.44191758
Male,179.11702830000004,90.5226483
Male,175.53734630000002,79.85278826
Male,181.87815569999998,88.41985362
Male,177.51947880000003,92.31428475
Male,168.8005229,75.60682320000002
Male,178.5400396,94.12421486
Male,159.0547116,69.33288651
Male,169.21907190000005,66.32912318
Male,165.989732,71.10568844
Male,181.88111930000002,95.23841851
Male,176.30880259999995,83.41652608
Male,177.5302865,91.07984682
Male,166.79153480000005,74.48690021
Male,163.5970141,70.14393935
Male,174.31229,85.93265988
Male,176.7847179,80.10202869
Male,171.3312074,78.59489181
Male,173.15178630000003,84.02932862
Male,176.6661797,92.44708036
Male,166.9981369,82.57719032
Male,185.73087859999998,91.49122008
Male,169.217152,80.66800572
Male,175.63060880000003,91.91052872
Male,167.5531194,84.47036557
Male,170.6962967,84.12045405
Male,166.2530512,79.76165166
Male,185.49643369999998,95.06734961
Male,173.5258021,81.36118532
Male,168.48907490000005,75.00972726
Male,183.79943799999998,89.93049724
Male,172.0022658,83.88358693
Male,179.0130819,90.83088909
Male,180.7539988,90.46619785
Male,176.16114009999995,91.7762744
Male,178.04698359999998,91.62273908
Male,176.0151209,89.52035499
Male,160.807322,71.21555138
Male,172.4335639,83.16306649
Male,185.9355435,92.08966126
Male,185.778534,87.96329770000001
Male,180.0757957,88.72321451
Male,183.2424394,97.45602167
Male,183.21725580000003,83.52769168
Male,180.8648116,87.88039278
Male,168.2804623,77.16030816
Male,183.7476355,93.30370254
Male,172.89506219999996,75.41579354
Male,181.3491646,89.9957072
Male,166.94412140000003,76.96334067
Male,170.4605364,72.59752899
Male,183.42618869999998,92.9581285
Male,160.044849,67.08708236
Male,176.7056542,82.07739228
Male,178.82616430000004,98.80923153
Male,172.7967476,85.89292492
Male,177.23589219999997,79.87314652
Male,157.6797334,59.09272965
Male,167.219426,72.26587604
Male,179.78357749999995,87.07522974
Male,176.7114327,82.62366029
Male,171.0107446,85.43483595
Male,172.2490888,86.98080273
Male,169.3728966,73.82979470000002
Male,176.8848602,89.62806148
Male,164.52656299999995,82.82129256
Male,187.8658703,90.72164811
Male,172.5507949,83.646683
Male,169.5959003,75.06483485
Male,175.09834819999998,80.12801528
Male,194.1437791,103.81495759999999
Male,175.2502092,81.8057365
Male,186.6946726,102.4991905
Male,176.79188259999995,86.09931159
Male,183.05114519999998,91.74445873
Male,179.0426303,81.15609742
Male,170.26852040000003,75.76992779
Male,168.10763559999995,78.30703949
Male,174.48329209999997,81.62955429
Male,169.2992137,72.64159585
Male,177.390189,80.91740295
Male,168.2624646,70.12019289
Male,184.94002030000001,94.73216598
Male,163.76585730000005,76.85238026
Male,177.1763775,82.39092665
Male,179.4800687,92.4623667
Male,184.075371,83.66337759
Male,173.15569340000005,90.58314407
Male,185.3874154,93.72544245
Male,179.15525449999996,89.16908664
Male,177.9192608,86.18357098
Male,175.30081059999995,89.25053435
Male,186.8148722,100.832364
Male,173.0199685,81.6763199
Male,173.45059809999995,80.93559887
Male,181.67870109999998,91.96520634
Male,186.427219,100.2192295
Male,177.4051928,90.09710515
Male,178.1859933,92.4123306
Male,168.40130369999997,68.10654908
Male,194.2920523,103.02856750000001
Male,180.4222584,84.71397024
Male,169.242844,77.30166997
Male,167.8318635,82.74788252
Male,179.3574325,85.03581009999998
Male,165.6168409,71.96897293
Male,169.8291277,79.74023776
Male,187.3453157,100.1396111
Male,177.54113859999995,88.79468705
Male,176.5993921,85.74130184
Male,169.5309728,69.91070634
Male,175.44920980000003,81.36842497
Male,174.1468469,78.10643941
Male,178.619277,86.39193824
Male,182.7507659,94.38748143
Male,180.1280416,87.03671485
Male,178.7426533,89.53108468
Male,172.203052,86.03875997
Male,174.4979889,94.37807064
Male,175.5511648,85.60064509
Male,171.95064330000002,85.01398003
Male,181.0520388,98.83932944
Male,181.426041,91.55428327
Male,180.45012509999998,92.81750024
Male,164.40469009999995,65.02130893
Male,170.556325,82.56791786
Male,183.6209104,91.67292614
Male,178.4168801,87.45077429
Male,163.7229589,72.08334346
Male,189.14107090000002,96.83377387
Male,165.85924450000005,73.85306721
Male,184.78379630000003,96.24347661
Male,166.924174,70.3863848
Male,174.9808411,88.3059413
Male,185.5175579,95.01636023
Male,177.4462958,89.95719466
Male,177.4474403,81.4934711
Male,182.2845266,87.40281627
Male,169.7249486,81.55655294
Male,172.18074230000005,86.41235845
Male,175.8968132,88.96805401
Male,175.0813672,82.02143448
Male,175.252659,84.65628489
Male,168.5899471,76.10565749999998
Male,168.5963591,81.40565113
Male,175.3986072,82.26360444
Male,166.7953875,73.2198235
Male,159.39230890000005,67.92980457
